ClassName,ClassSource,Level,ProficiencyBonus,SpellSlots,ClassSpecific
Cleric,PHB,1,2,"[2, 0, 0, 0, 0, 0, 0, 0, 0]","{""{@filter Cantrips Known|spells|level=0|class=Cleric}"": 3}"
Cleric,PHB,2,2,"[3, 0, 0, 0, 0, 0, 0, 0, 0]","{""{@filter Cantrips Known|spells|level=0|class=Cleric}"": 3}"
Cleric,PHB,3,2,"[4, 2, 0, 0, 0, 0, 0, 0, 0]","{""{@filter Cantrips Known|spells|level=0|class=Cleric}"": 3}"
Cleric,PHB,4,2,"[4, 3, 0, 0, 0, 0, 0, 0, 0]","{""{@filter Cantrips Known|spells|level=0|class=Cleric}"": 4}"
Cleric,PHB,5,3,"[4, 3, 2, 0, 0, 0, 0, 0, 0]","{""{@filter Cantrips Known|spells|level=0|class=Cleric}"": 4}"
Cleric,PHB,6,3,"[4, 3, 3, 0, 0, 0, 0, 0, 0]","{""{@filter Cantrips Known|spells|level=0|class=Cleric}"": 4}"
Cleric,PHB,7,3,"[4, 3, 3, 1, 0, 0, 0, 0, 0]","{""{@filter Cantrips Known|spells|level=0|class=Cleric}"": 4}"
Cleric,PHB,8,3,"[4, 3, 3, 2, 0, 0, 0, 0, 0]","{""{@filter Cantrips Known|spells|level=0|class=Cleric}"": 4}"
Cleric,PHB,9,4,"[4, 3, 3, 3, 1, 0, 0, 0, 0]","{""{@filter Cantrips Known|spells|level=0|class=Cleric}"": 4}"
Cleric,PHB,10,4,"[4, 3, 3, 3, 2, 0, 0, 0, 0]","{""{@filter Cantrips Known|spells|level=0|class=Cleric}"": 5}"
Cleric,PHB,11,4,"[4, 3, 3, 3, 2, 1, 0, 0, 0]","{""{@filter Cantrips Known|spells|level=0|class=Cleric}"": 5}"
Cleric,PHB,12,4,"[4, 3, 3, 3, 2, 1, 0, 0, 0]","{""{@filter Cantrips Known|spells|level=0|class=Cleric}"": 5}"
Cleric,PHB,13,5,"[4, 3, 3, 3, 2, 1, 1, 0, 0]","{""{@filter Cantrips Known|spells|level=0|class=Cleric}"": 5}"
Cleric,PHB,14,5,"[4, 3, 3, 3, 2, 1, 1, 0, 0]","{""{@filter Cantrips Known|spells|level=0|class=Cleric}"": 5}"
Cleric,PHB,15,5,"[4, 3, 3, 3, 2, 1, 1, 1, 0]","{""{@filter Cantrips Known|spells|level=0|class=Cleric}"": 5}"
Cleric,PHB,16,5,"[4, 3, 3, 3, 2, 1, 1, 1, 0]","{""{@filter Cantrips Known|spells|level=0|class=Cleric}"": 5}"
Cleric,PHB,17,6,"[4, 3, 3, 3, 2, 1, 1, 1, 1]","{""{@filter Cantrips Known|spells|level=0|class=Cleric}"": 5}"
Cleric,PHB,18,6,"[4, 3, 3, 3, 3, 1, 1, 1, 1]","{""{@filter Cantrips Known|spells|level=0|class=Cleric}"": 5}"
Cleric,PHB,19,6,"[4, 3, 3, 3, 3, 2, 1, 1, 1]","{""{@filter Cantrips Known|spells|level=0|class=Cleric}"": 5}"
Cleric,PHB,20,6,"[4, 3, 3, 3, 3, 2, 2, 1, 1]","{""{@filter Cantrips Known|spells|level=0|class=Cleric}"": 5}"
Barbarian,PHB,1,2,[],"{""Rages"": ""2"", ""Rage Damage"": {""type"": ""bonus"", ""value"": 2}}"
Barbarian,PHB,2,2,[],"{""Rages"": ""2"", ""Rage Damage"": {""type"": ""bonus"", ""value"": 2}}"
Barbarian,PHB,3,2,[],"{""Rages"": ""3"", ""Rage Damage"": {""type"": ""bonus"", ""value"": 2}}"
Barbarian,PHB,4,2,[],"{""Rages"": ""3"", ""Rage Damage"": {""type"": ""bonus"", ""value"": 2}}"
Barbarian,PHB,5,3,[],"{""Rages"": ""3"", ""Rage Damage"": {""type"": ""bonus"", ""value"": 2}}"
Barbarian,PHB,6,3,[],"{""Rages"": ""4"", ""Rage Damage"": {""type"": ""bonus"", ""value"": 2}}"
Barbarian,PHB,7,3,[],"{""Rages"": ""4"", ""Rage Damage"": {""type"": ""bonus"", ""value"": 2}}"
Barbarian,PHB,8,3,[],"{""Rages"": ""4"", ""Rage Damage"": {""type"": ""bonus"", ""value"": 2}}"
Barbarian,PHB,9,4,[],"{""Rages"": ""4"", ""Rage Damage"": {""type"": ""bonus"", ""value"": 3}}"
Barbarian,PHB,10,4,[],"{""Rages"": ""4"", ""Rage Damage"": {""type"": ""bonus"", ""value"": 3}}"
Barbarian,PHB,11,4,[],"{""Rages"": ""4"", ""Rage Damage"": {""type"": ""bonus"", ""value"": 3}}"
Barbarian,PHB,12,4,[],"{""Rages"": ""5"", ""Rage Damage"": {""type"": ""bonus"", ""value"": 3}}"
Barbarian,PHB,13,5,[],"{""Rages"": ""5"", ""Rage Damage"": {""type"": ""bonus"", ""value"": 3}}"
Barbarian,PHB,14,5,[],"{""Rages"": ""5"", ""Rage Damage"": {""type"": ""bonus"", ""value"": 3}}"
Barbarian,PHB,15,5,[],"{""Rages"": ""5"", ""Rage Damage"": {""type"": ""bonus"", ""value"": 3}}"
Barbarian,PHB,16,5,[],"{""Rages"": ""5"", ""Rage Damage"": {""type"": ""bonus"", ""value"": 4}}"
Barbarian,PHB,17,6,[],"{""Rages"": ""6"", ""Rage Damage"": {""type"": ""bonus"", ""value"": 4}}"
Barbarian,PHB,18,6,[],"{""Rages"": ""6"", ""Rage Damage"": {""type"": ""bonus"", ""value"": 4}}"
Barbarian,PHB,19,6,[],"{""Rages"": ""6"", ""Rage Damage"": {""type"": ""bonus"", ""value"": 4}}"
Barbarian,PHB,20,6,[],"{""Rages"": ""Unlimited"", ""Rage Damage"": {""type"": ""bonus"", ""value"": 4}}"
Sorcerer,PHB,1,2,"[2, 0, 0, 0, 0, 0, 0, 0, 0]","{""Sorcery Points"": 0, ""{@filter Cantrips Known|spells|level=0|class=sorcerer}"": 4, ""{@filter Spells Known|spells|class=sorcerer}"": 2}"
Sorcerer,PHB,2,2,"[3, 0, 0, 0, 0, 0, 0, 0, 0]","{""Sorcery Points"": 2, ""{@filter Cantrips Known|spells|level=0|class=sorcerer}"": 4, ""{@filter Spells Known|spells|class=sorcerer}"": 3}"
Sorcerer,PHB,3,2,"[4, 2, 0, 0, 0, 0, 0, 0, 0]","{""Sorcery Points"": 3, ""{@filter Cantrips Known|spells|level=0|class=sorcerer}"": 4, ""{@filter Spells Known|spells|class=sorcerer}"": 4}"
Sorcerer,PHB,4,2,"[4, 3, 0, 0, 0, 0, 0, 0, 0]","{""Sorcery Points"": 4, ""{@filter Cantrips Known|spells|level=0|class=sorcerer}"": 5, ""{@filter Spells Known|spells|class=sorcerer}"": 5}"
Sorcerer,PHB,5,3,"[4, 3, 2, 0, 0, 0, 0, 0, 0]","{""Sorcery Points"": 5, ""{@filter Cantrips Known|spells|level=0|class=sorcerer}"": 5, ""{@filter Spells Known|spells|class=sorcerer}"": 6}"
Sorcerer,PHB,6,3,"[4, 3, 3, 0, 0, 0, 0, 0, 0]","{""Sorcery Points"": 6, ""{@filter Cantrips Known|spells|level=0|class=sorcerer}"": 5, ""{@filter Spells Known|spells|class=sorcerer}"": 7}"
Sorcerer,PHB,7,3,"[4, 3, 3, 1, 0, 0, 0, 0, 0]","{""Sorcery Points"": 7, ""{@filter Cantrips Known|spells|level=0|class=sorcerer}"": 5, ""{@filter Spells Known|spells|class=sorcerer}"": 8}"
Sorcerer,PHB,8,3,"[4, 3, 3, 2, 0, 0, 0, 0, 0]","{""Sorcery Points"": 8, ""{@filter Cantrips Known|spells|level=0|class=sorcerer}"": 5, ""{@filter Spells Known|spells|class=sorcerer}"": 9}"
Sorcerer,PHB,9,4,"[4, 3, 3, 3, 1, 0, 0, 0, 0]","{""Sorcery Points"": 9, ""{@filter Cantrips Known|spells|level=0|class=sorcerer}"": 5, ""{@filter Spells Known|spells|class=sorcerer}"": 10}"
Sorcerer,PHB,10,4,"[4, 3, 3, 3, 2, 0, 0, 0, 0]","{""Sorcery Points"": 10, ""{@filter Cantrips Known|spells|level=0|class=sorcerer}"": 6, ""{@filter Spells Known|spells|class=sorcerer}"": 11}"
